,content,sentiment
83,"We keep hearing that one blockchain network or the other 'went through a hard fork'. But what does it mean?

#finance #investing #cryptocurrency #Blockchain #FORK #DAO #Ethereum #bitcoins 

https://t.co/nzzxTkTJ0V",0.0
84,"What do you do when you see the red discount sign in the shop?

Go and buy this dip. 🤑

Happy Black Friday 🍾

#BlackFriday #cryptocurrency #Bitcoin #Cryptos #sale #altcoins #yearendralley",1.0
85,@LayahHeilpern @udiWertheimer It's ok @udiWertheimer you have Sovryn to carry BTC now,-1.0
86,Why does the price of $BTC predicate the price of $COIN? @AlgoFamily ?,0.0
87,Everytime... https://t.co/RGORqaAQKs is the new Bitcoin! (nuBTC) #Bitcoin #cryptocurrencies #nubtc #CryptoBill #bitcoinnews #CryptoNews https://t.co/EJPK7aAIaM,1.0
88,"Check Our Skeleton Brawlies Premium NFTs Collection : https://t.co/qTPr7N9Pwd
Follow @brawlienfts Top Seven Reasons https://t.co/uidhAbacPy #bitcoin #cryptonews #xrp #dogecoin #crypto #nfts #nft #nftcommunity",1.0
89,Reminds me on 14th May 2011 when all the Jocks were circling behind the barrier in the home straight at Scone watching Black Caviar win the BTC Cup at Doomben! https://t.co/7zmmQy3MUg,-1.0
90,"Let's earn the bitcoins daily! Join my network on Bitcoin Network.
https://t.co/Bn9uJmPDsA

Add my reference code: maroke721",1.0
91,"Which books do you recommend to help onboard your friends and family on #BTC this Christmas season?
@AVLbitcoiners 

#Bitcoin #BitcoinTourists #SoundMoney #BitcoinWorld #BitcoinTravel #LN #BitcoinTipping https://t.co/cvIQdC0U3K",1.0
92,"@Coinbase @CoinbaseSupport Where is our SONGBIRD?????
#XRPCommunity #CryptocurrencyNews #Crypto #Bitcoin https://t.co/Z2g3bpCjft",0.0
93,This Year’s Top 10 Crypto Asset Gainers Outshined BTC’s and ETH’s 12-Month Returns – Markets and Prices Bitcoin News https://t.co/fYugnaUY6c,-1.0
94,"17 more minutes @fold_app 

Few

#Bitcoin",0.0
95,BTC still exist? Wow https://t.co/T9LDhhb8C5,1.0
96,@MikeLeequor Than #cro &gt; #btc,0.0
97,I earn bitcoins here. https://t.co/AZ0c6iE7Yd,1.0
98,"#bitcoin Block #716050 : 1534116 bytes, 1946 transactions, 6.37952541BTC($324,279) reward
            
For more information, visit https://t.co/KmmhxYN65D",0.0
99,"Good morning y'all 🛀🛀🚿
Are u ready?, i Spend a lot of time for this ⌚https://t.co/g7eHvEXXQW
#cryptoart #bitcoin #nft #blockchain #ethereum #cryptocurrency #cryptoartist #cryptonews #blockchainart #cryptotraders #cryptoanarchy #bitcoinart #contemporaryart #nftart #cryptotrade",1.0
100,"So the Christmas holidays have passed and no extreme changes in the market. Today we will be rebalancing our profits for ADA since there is a lot of hype around it, VET an extremely underestimated...
https://t.co/52tJiePcX7
#investing #bitcoins #bitcoinnews #bitcoinmining https://t.co/nTvaYCwYcp",-1.0
101,"They wondering how i keep the cat up. But ima get to bag just to shit on they ass, while I run back to the spot they thought they was living me at. #BTC",-1.0
102,💸 Earn free #BTC and multiply your crypto with @betfury BOXes 📦 Enjoy the easy way to get cryptocurrency! Real rewards every 20 min 💥,1.0
103,"There you go. #luna $luna 👇
#btc $btc #cryptocurrency https://t.co/oIS50TRYPZ",0.0
104,"NEXT Resistance $2.6 (0.618) if we break thru, we will be in a uncharted territory , $FTM &gt;$4 by 31st December 2021.

$DEFI Heaven Chain -&gt;Best Layer 1 

2022 Q1: $10

LFG 

#FTM #Fantom #tombfinance #cryptocurrecy #bitcoins #ETH #DeFi #altcoin https://t.co/AHljfmj2Qf",1.0
105,"Politician and media establishment gaslighting @jack should tell you everything you need to know about their motives. Instead of shooting the messenger, let’s not pretend he can speak hyperinflation (their policies caused) into existence. #Bitcoin",-1.0
106,@saylor #btc #etc #ada #vet . Load up and hurry up. Buy the apex and the wolfpack team... of course we need also a joker card #catecoin..@Trader4lyf,1.0
107,"Solana, Ethereum, or Bitcoin? This is how to pick cryptos - Kitco NEWS
.
Follow @SolanaNifty for daily #solana news.
.
#SolanaNFT #cryptonews
https://t.co/7H06sw0xAP",0.0
108,"Novogratz disses  Litecoin on CNBC, does he have a point? https://t.co/UgYR3f6DUu 

#cryptocurrency #cryptocrash #CryptocurrencyNews #bitcoinnews #Litecoin",0.0
109,"Funding secured

#Bitcoin https://t.co/Rbpw0oaEMf",1.0
110,"@MrRedWaffles @BlazzordNFT Yes, it certainly will!

@eMoonSpace if you see this post, keep in mind that art creators and collectors would like to be able to sell/buy NFT's using #MaiarWallet with #Ethereum, #BNB &amp; #Bitcoin not just #EGLD!",1.0
111,I need to give #Bitter #Bitcoin some Moni vibes 😏 https://t.co/5CgnfTBzkf,0.0
112,Analysts say 2022 will be ‘defined by agility and cost-efficiency’ instead of ‘blockchain purity’ https://t.co/BIv80jW1a1 #Cryptocurrencies #BitcoinPrice #Markets https://t.co/4CGB5FLfic,0.0
113,You call yourself a maxi but you’re not even on the BTC cell network yet? Oh okay https://t.co/Qx0573qIXn,1.0
114,Virtual Bitcoin Event Keyfest To Be Held In January - News from https://t.co/ePn2QRa5fh #Bitcoin https://t.co/KL8vucDxST,1.0
115,"Help Cuban people in the COVID-19 crisis, donate #Bitcoin to purchase medicines and health workers materials. 

Join #AirdropCuba BTC Slyk: https://t.co/wcx2Sff2dq",1.0
116,@_BTC_NGU @mtracey They sure are.🤦‍♂️ if only it were a vaccine.,0.0
117,"Hey NFT Fam,
Which one do you guys prefer? 

#NFT #NFTCommunity #nftcollector #NFTGiveaway #Bitcoin #Polygon #Ethereum",0.0
118,"@prolifichacker Yeah but, does he also get paid in #Bitcoin? 😂",0.0
119,"6 Questions for Cristina Dolan of InsideChains – Cointelegraph Magazine
.
Source: https://t.co/cy6qPDMQei
.
#cryptocurrency #bitcoin #crypto #blockchain #btc #ethereum #money #bitcoinmining #trading #investment #cryptotrading #business #entrepreneur #investing #bitcoinnews https://t.co/deirbcWIBK",0.0
120,"Crypto Cards Are Giving Bitcoin Purchase Power
#cryptocards #Bitcoin #BTCnews #btc #bitcoinnews
https://t.co/Mqnsm0l5nh",0.0
121,"Hey guys! Merry Christmas 🎅 to all 
I really spent a lot of time on this 👇😍✌
A time-lapse video of creating the next #NFT : 
the #BIT_KING. WAIT FOR IT. The BIT_KING will be available on @withFND with it's sword and shield as always. Stay tuned 😉
#bitcoinnews  #creativity https://t.co/wtEQLn3fRC",1.0
122,Why is it when I see “Bitcoin taproot” I feel like they’re going on a death metal tour? #taproot #bitcoin https://t.co/VXeJoWp7KV,-1.0
123,"🎙 New Project

🔷 Dead Knight (DKM)

🔶 Dead Knight is a Metaverse project on the Solana chain that plans to build a Metaverse for its community.

🔶 Details: https://t.co/7lZcbJhot3
#DKM #ICOAnnouncement #BTC #BNB #ETH #Crypto #NFT #blockchain #SOL https://t.co/LDvwy5YAo5 https://t.co/1qTJfRLg2s",0.0
124,"Here Are The Best Practices To Follow In Bitcoin Investment

https://t.co/dGdC0GLzX7

#SFR #Bitcoins #Investments https://t.co/1siDVzP7jF",0.0
125,Thanking about jumping back in the 3D online space a in a big way. The current MetaVerse is really not that far along and not that impressive. It could be so much more. #bitcoin    #coinbase #ethereum #shib #investing #retirement #Decentraland #MANA #SAND #sandbox #Metaverse,-1.0
126,Insert “it’s been 84 years meme” #metaverse #crypto #trading #bitcoin #metahero #galaverse https://t.co/bJFwRjd3DI,0.0
127,CRYPTO NEWS: Are Bitcoin Payment Services Similar to Credit Cards? What's the Difference? - Yahoo Finance https://t.co/cUxh2JG5Ui 🙋 Bet with $BTC via ⟶ https://t.co/4h0cyuWSHk √,0.0
128,Ertha Metaverse Raises $5.4M – Sponsored Bitcoin News https://t.co/MNTB1ZgjfO,0.0
129,"$PHUN Where’s the insider buying? Just bitcoins buying? Tsk, tsk,tsk 😁 #RecvProfit",0.0
130,@diamondhandzz support #BTC #maxis @CryptoWhale  can inform you on that...oh w8....,1.0
131,@Rager I’m extremely thankful for my family #BTC https://t.co/941PvLoCf0,0.0
132,"Woah. I actually, genuinely got something from this. Only $10 in BTC but still. Thanks Aaron! See you in Pittsburgh next year! https://t.co/FoqZKS0gA1",1.0
133,@emergent_btc Check dm,0.0
134,"#Ethereum #BTC #CRYPTO Solana, Ethereum, or Bitcoin? This is how to pick cryptos – Kitco NEWS https://t.co/2obGt2YaDv",0.0
135,"Three Easy Pieces: How to Teach Your Grandmother Bitcoin $BTC #Bitcoin 
#bitcoinnews
#cryptocurrencies
#cryptocurrency
https://t.co/IbLFpyb6G6 via @BikesandBitcoin",1.0
136,What does your auto-correct “correct” to when you type xrp’?   Mine changes it to ‘crap’.. fitting. #btc #eth,-1.0
137,I earn bitcoins here. https://t.co/c82j7Xf3E5,0.0
138,If This Christmas I win ...it will be dream come true @Crypto_Woof #bitcoins #Bitcoin2022 https://t.co/N8ZzqGzNb1 https://t.co/OOssFd75P0,1.0
139,"@kates4cubbies Although I’d prefer to meet the girls or talk #Bitcoin with @bigstevebell.
You are definitely a solid third.",1.0
140,"Crypto &amp; Gaming
@MattWallace888 @elonmusk @Cardano @dogecoin @Shibtoken @ShibArmy @ethereum @Bitcoin https://t.co/0XPlnP52Xu",0.0
141,In his spare time he bitcoins. https://t.co/pRMP98Tue3,1.0
142,"@EmanPulis  Let the talks begin...
#ForintFinance 

#AIBC #Malta #Sigma #crypto #Blockchain #BTC
@AIBCsummit https://t.co/i3H5aKkfmU",0.0
143,"Minimizing risk is important in this space. @BirdieToken has taken steps to help. Check us out and dyor. 
With real utility and long term vision, we are going to change the game. Get in early!

https://t.co/P9K7qdem0i 

#BNB  #BTC  #startup #BSC #BSCGems  #100xGem #DeFi #golf https://t.co/zNmd2Kq8G5",0.0
144,"Believe whoever you want

SafePal Forecast ( SFP ) for next week, average price  USD $ 4.00🚀 and Alchemy Pay; USD $ 0,12🚀

#BTC #Bitcoin #SafePal #SFP #AlchemyPay #ACH @AlchemyPay @iSafePal",-1.0
145,@ErichGarciaCruz There is not in fact... #Bitcoin #Cuba #EmprendeHoy,0.0
146,@SoyPicci Ah usar Bitcoins entonces xD,1.0
147,#bitcoins     go  to,0.0
148,"Looks like cardesign community is non-existent on Twitter 😂
Will keep uploading nonetheless.
#Bugatti #LaFinale #cardesign #design #cgi #render #nft #NFTCommunity #nftart #rimac #Tesla #elon $btc $eth https://t.co/fV54t9u9DH",1.0
149,"News From El Salvador, Mid October: Bitcoin Earnings, Pet Hospital, Motorcycles :- https://t.co/nLpP3lX6IH #Crypto #Trading https://t.co/hPoRj23nh5",0.0
150,#bitcoinPrice gotta #rollWithThePunches #stackSats EVERYDAY @ https://t.co/TmGnVlIq3J https://t.co/ughjHVaARE,0.0
151,"„Not your keys, not your coins“ #BTC",0.0
152,Actualizo $BTC #BTC https://t.co/WGfsuoUrn7 https://t.co/sWLqcLmycW,0.0
153,"Time is fast approaching! Join today’s discussion about the project to learn more about it ☺️

#NFTGame #PigeonFlightClub $BTC $ETH $SHIB #StayTuned #PlayToEarnGame https://t.co/EC3YisAqWu",1.0
154,"My Crypto Strategy on ICONOMI just outperformed BTC.
Check it out here:
https://t.co/MicDy6B2YC
#bitcoinmining #bitcoinnews #trading #eth https://t.co/tSO6sWecQC",0.0
155,"Kawing's posts
#Baskadia #Bitcoin
 https://t.co/x27xESXqcB",0.0
156,$COIN also part of BTC 2B bottom sequence,0.0
157,"🪙""The Mighty Bitcoin"" Animated 1 of 1🪙 
please check out this 3D animation @opensea 

#NFT #art #NFTs #Bitcoin 

Link ---https://t.co/intnAfKRXe https://t.co/nKRIJNUYhC",1.0
158,"HamsterCoin will surprise everyone in 2022 ,, fill your bags !!!!! 

#HamsterCoin #btc #bnb #Bitcoin #binance #bsc",1.0
159,"Hey @farscapian 🙋🏼‍♀️ I like your Bitizen Brewery. Although, I only know how to #HODL #btc. https://t.co/8CDpItWuzy",1.0
160,"@GaloyMoney @satoshienvzla They have a podcast hosted by @criptobastardo, that only this year had @saylor, @adam3us and even @nicolasburtey. Along with a only Bitcoin daily news show called El Bit. 

ALL THIS WITH A 🇻🇪 INTERNET CONNECTION. Aka, you should give them this sats because they work reeeally hard",-1.0
161,@Thagodz_BTC @tacobell Bruh you were in Charlotte. Lotta options on the way back,0.0
162,@mineCityCoins @Orlando_btc @StackerDAOs @Stacks 🟪the real Miami coin👉🏾@MiamiCoins https://t.co/bRscaiHbec,0.0
163,"Moving off an inflationary policy is easiest and closest solution to reduce mass consumerism and all the negative effects it has.

#Bitcoins deflation disincentives consumption on a global scale. 

Can you buy coffee with #BTC?
Do I actually want to buy a coffee?

#DontLookUp https://t.co/LfCuhl7b7g",-1.0
164,"DE21 6009 0800 0008 8308 21
BIC:GENODEF 1502

No.
I don't want bitcoins.
For that I would have to undress and pose.
That is not my style.

This account will be deleted
on January 31, 2022.
The bank too.",-1.0
165,"Jack Dorsey and Jay-Z Created ₿trust, Here's the Board's Plans to Invest 500 Bitcoins in Africa - Blockworks https://t.co/3TxFj1Xw3m",1.0
166,Pensioners of the National Oil Company Will Receive 2 Petros as a Gift in Venezuela – Bitcoin News https://t.co/2oAqNt1zr2,1.0
167,"Proof Of Work
Longest chain
#Bitcoin https://t.co/oKZnZOcGl9",0.0
168,"@NativeAbes @leadlagreport This is my first time doing crypto. I downloaded @coinbase in September &amp; just bought some @ethereum , @dogecoin , &amp; #bitcoin 

Then Coinbase featured #ShibaCoin so I bought that initial dip &amp; have just been hanging out. Feels cool to be in kind of early. 

I have 101m coins now.",1.0
